,ï»¿REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
3761,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400036,"MCL,  AVERAGE",ARSENIC,.025 MG/L,0.010 MG/L,10/1/13,12/31/13,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3762,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400037,"MCL,  AVERAGE",ARSENIC,.021 MG/L,0.010 MG/L,4/1/14,6/30/14,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3763,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400037,"MCL,  AVERAGE",ARSENIC,.021 MG/L,0.010 MG/L,4/1/14,6/30/14,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3764,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500038,"MCL,  AVERAGE",ARSENIC,.023 MG/L,0.010 MG/L,7/1/14,9/30/14,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3765,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500038,"MCL,  AVERAGE",ARSENIC,.023 MG/L,0.010 MG/L,7/1/14,9/30/14,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3766,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500038,"MCL,  AVERAGE",ARSENIC,.023 MG/L,0.010 MG/L,7/1/14,9/30/14,904488,10/24/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3767,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500039,"MCL,  AVERAGE",ARSENIC,.018 MG/L,0.010 MG/L,10/1/14,12/31/14,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3768,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500039,"MCL,  AVERAGE",ARSENIC,.018 MG/L,0.010 MG/L,10/1/14,12/31/14,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3769,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500040,"MCL,  AVERAGE",ARSENIC,.023 MG/L,0.010 MG/L,1/1/15,3/31/15,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3770,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1500040,"MCL,  AVERAGE",ARSENIC,.023 MG/L,0.010 MG/L,1/1/15,3/31/15,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3771,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1600041,"MCL,  AVERAGE",ARSENIC,.020 MG/L,0.010 MG/L,7/1/15,9/30/15,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3772,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1600041,"MCL,  AVERAGE",ARSENIC,.020 MG/L,0.010 MG/L,7/1/15,9/30/15,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3773,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1600042,"MCL,  AVERAGE",ARSENIC,.019 MG/L,0.010 MG/L,10/1/15,12/30/15,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3774,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1600042,"MCL,  AVERAGE",ARSENIC,.019 MG/L,0.010 MG/L,10/1/15,12/30/15,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3775,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700002,"MCL,  AVERAGE",ARSENIC,.019 MG/L,.010 MG/L,1/1/16,3/31/16,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3776,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700002,"MCL,  AVERAGE",ARSENIC,.019 MG/L,.010 MG/L,1/1/16,3/31/16,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3777,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700003,"MCL,  AVERAGE",ARSENIC,.019 MG/L,.010 MG/L,4/1/16,6/30/16,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3778,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700003,"MCL,  AVERAGE",ARSENIC,.019 MG/L,.010 MG/L,4/1/16,6/30/16,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3779,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700004,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,7/1/16,9/30/16,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3780,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700004,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,7/1/16,9/30/16,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3781,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700005,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,10/1/16,12/31/16,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3782,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700005,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,10/1/16,12/31/16,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3783,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700006,"MCL,  AVERAGE",ARSENIC,.018 MG/L,.010 MG/L,1/1/17,3/31/17,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3784,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700006,"MCL,  AVERAGE",ARSENIC,.018 MG/L,.010 MG/L,1/1/17,3/31/17,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3785,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700007,"MCL,  AVERAGE",ARSENIC,0.025 MG/L,0.01 MG/L,4/1/17,6/30/17,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3786,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700008,"MCL,  AVERAGE",ARSENIC,.032 MG/L,.010 MG/L,7/1/17,9/30/17,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3787,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700008,"MCL,  AVERAGE",ARSENIC,.032 MG/L,.010 MG/L,7/1/17,9/30/17,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3788,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700009,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,10/1/17,12/31/17,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3789,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700009,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,10/1/17,12/31/17,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3790,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700010,"MCL,  AVERAGE",ARSENIC,.015 MG/L,.010 MG/L,1/1/18,3/31/18,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3791,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,9700010,"MCL,  AVERAGE",ARSENIC,.015 MG/L,.010 MG/L,1/1/18,3/31/18,9700207,12/8/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3849,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1200025,"MCL, SINGLE SAMPLE",ARSENIC,.046 MG/L,0.010 MG/L,10/1/12,12/31/12,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3850,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1200025,"MCL, SINGLE SAMPLE",ARSENIC,.046 MG/L,0.010 MG/L,10/1/12,12/31/12,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3851,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1400031,"MCL,  AVERAGE",ARSENIC,.040 MG/L,0.010 MG/L,10/1/13,12/31/13,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3852,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1400031,"MCL,  AVERAGE",ARSENIC,.040 MG/L,0.010 MG/L,10/1/13,12/31/13,804351,6/6/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3853,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1400031,"MCL,  AVERAGE",ARSENIC,.040 MG/L,0.010 MG/L,10/1/13,12/31/13,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3854,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500033,"MCL,  AVERAGE",ARSENIC,.045 MG/L,0.010 MG/L,7/1/14,9/30/14,804351,6/6/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3855,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500033,"MCL,  AVERAGE",ARSENIC,.045 MG/L,0.010 MG/L,7/1/14,9/30/14,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3856,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500033,"MCL,  AVERAGE",ARSENIC,.045 MG/L,0.010 MG/L,7/1/14,9/30/14,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3857,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500034,"MCL,  AVERAGE",ARSENIC,.056 MG/L,0.010 MG/L,10/1/14,12/31/14,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3858,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500034,"MCL,  AVERAGE",ARSENIC,.056 MG/L,0.010 MG/L,10/1/14,12/31/14,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3859,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500035,"MCL,  AVERAGE",ARSENIC,.056 MG/L,0.010 MG/L,1/1/15,3/31/15,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3860,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500035,"MCL,  AVERAGE",ARSENIC,.056 MG/L,0.010 MG/L,1/1/15,3/31/15,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3861,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500036,"MCL,  AVERAGE",ARSENIC,.057 MG/L,0.010 MG/L,4/1/15,6/30/15,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3862,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500036,"MCL,  AVERAGE",ARSENIC,.057 MG/L,0.010 MG/L,4/1/15,6/30/15,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3863,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1500036,"MCL,  AVERAGE",ARSENIC,.057 MG/L,0.010 MG/L,4/1/15,6/30/15,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3864,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.059 MG/L,0.010 MG/L,7/1/15,9/30/15,1105135,2/4/09,FORMAL ENFORCEMENT ACTION ISSUED
3865,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.059 MG/L,0.010 MG/L,7/1/15,9/30/15,1606223,9/10/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3866,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.059 MG/L,0.010 MG/L,7/1/15,9/30/15,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3867,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.059 MG/L,0.010 MG/L,7/1/15,9/30/15,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3868,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600038,"MCL,  AVERAGE",ARSENIC,.060 MG/L,0.010 MG/L,10/1/15,12/30/15,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3869,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600038,"MCL,  AVERAGE",ARSENIC,.060 MG/L,0.010 MG/L,10/1/15,12/30/15,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3870,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600039,"MCL,  AVERAGE",ARSENIC,.057 MG/L,0.010 MG/L,1/1/16,3/31/16,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3871,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600039,"MCL,  AVERAGE",ARSENIC,.057 MG/L,0.010 MG/L,1/1/16,3/31/16,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3872,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600040,"MCL,  AVERAGE",ARSENIC,.057 MG/L,.010 MG/L,4/1/16,6/30/16,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3873,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600040,"MCL,  AVERAGE",ARSENIC,.057 MG/L,.010 MG/L,4/1/16,6/30/16,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3874,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600041,"MCL,  AVERAGE",ARSENIC,.053 MG/L,.010 MG/L,7/1/16,9/30/16,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3875,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600041,"MCL,  AVERAGE",ARSENIC,.053 MG/L,.010 MG/L,7/1/16,9/30/16,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3876,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600042,"MCL,  AVERAGE",ARSENIC,.048 MG/L,.010 MG/L,10/1/16,12/31/16,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3877,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600042,"MCL,  AVERAGE",ARSENIC,.048 MG/L,.010 MG/L,10/1/16,12/31/16,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3878,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600043,"MCL,  AVERAGE",ARSENIC,.045 MG/L,.010 MG/L,1/1/17,3/31/17,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3879,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600043,"MCL,  AVERAGE",ARSENIC,.045 MG/L,.010 MG/L,1/1/17,3/31/17,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3880,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600044,"MCL,  AVERAGE",ARSENIC,.043 MG/L,0.01 MG/L,4/1/17,6/30/17,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3881,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600045,"MCL,  AVERAGE",ARSENIC,.045 MG/L,.010 MG/L,7/1/17,9/30/17,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3882,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600045,"MCL,  AVERAGE",ARSENIC,.045 MG/L,.010 MG/L,7/1/17,9/30/17,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3883,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600046,"MCL,  AVERAGE",ARSENIC,.049 MG/L,.010 MG/L,10/1/17,12/31/17,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3884,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600046,"MCL,  AVERAGE",ARSENIC,.049 MG/L,.010 MG/L,10/1/17,12/31/17,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3885,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600048,"MCL,  AVERAGE",ARSENIC,.049 MG/L,.010 MG/L,1/1/18,3/31/18,1506103,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
3886,LPA57 - MONTEREY COUNTY,CA2702550,GRANGE HALL WS,NON-TRANSIENT NON-COMMUNITY,25,1,MONTEREY,SALINAS,93908,1600048,"MCL,  AVERAGE",ARSENIC,.049 MG/L,.010 MG/L,1/1/18,3/31/18,1606224,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3947,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202017,"MCL,  AVERAGE",ARSENIC,.01300000 MG/L,0.010 MG/L,1/1/12,3/31/12,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3948,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202017,"MCL,  AVERAGE",ARSENIC,.01300000 MG/L,0.010 MG/L,1/1/12,3/31/12,1202016,4/17/12,INFORMAL ENFORCEMENT ACTION ISSUED
3949,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202018,"MCL,  AVERAGE",ARSENIC,.01400000 MG/L,0.010 MG/L,4/1/12,6/30/12,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3950,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202018,"MCL,  AVERAGE",ARSENIC,.01400000 MG/L,0.010 MG/L,4/1/12,6/30/12,1202017,9/18/12,INFORMAL ENFORCEMENT ACTION ISSUED
3951,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202019,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,7/1/12,9/30/12,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3952,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202020,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,10/1/12,12/31/12,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3953,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202021,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,1/1/13,3/31/13,9502002,4/25/13,INFORMAL ENFORCEMENT ACTION ISSUED
3954,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202021,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,1/1/13,3/31/13,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3955,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202022,"MCL,  AVERAGE",ARSENIC,0.013 MG/L, ,4/1/13,6/30/13,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3956,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202022,"MCL,  AVERAGE",ARSENIC,0.013 MG/L, ,4/1/13,6/30/13,9502003,9/12/13,INFORMAL ENFORCEMENT ACTION ISSUED
3957,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202023,"MCL,  AVERAGE",ARSENIC,0.014 MG/L, ,7/1/13,9/30/13,9502004,10/28/13,INFORMAL ENFORCEMENT ACTION ISSUED
3958,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202023,"MCL,  AVERAGE",ARSENIC,0.014 MG/L, ,7/1/13,9/30/13,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3959,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202024,"MCL,  AVERAGE",ARSENIC,0.015 MG/L,0.010 MG/L,10/1/13,12/31/13,9502005,1/16/14,INFORMAL ENFORCEMENT ACTION ISSUED
3960,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202024,"MCL,  AVERAGE",ARSENIC,0.015 MG/L,0.010 MG/L,10/1/13,12/31/13,902003,2/26/09,FORMAL ENFORCEMENT ACTION ISSUED
3961,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202025,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,1/1/14,3/31/14,9502006,4/22/14,INFORMAL ENFORCEMENT ACTION ISSUED
3962,DISTRICT 02 - LASSEN,CA3210011,PLUMAS EUREKA CSD,COMMUNITY,325,546,PLUMAS,BLAIRSDEN,96103,1202025,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,1/1/14,3/31/14,9502007,5/13/14,FORMAL ENFORCEMENT ACTION ISSUED
